 1.0000000,23.0000000, 7.0333624, 6.0000000,37.2000000
 1.0000825,31.3000000, 9.2308860, 5.0000000,30.9000000
 1.0001655,13.2000000, 8.9431926, 5.0000000,42.3000000
 1.0003726, 0.0000000, 8.4050048, 9.0000000,44.9000000
 1.0002897,35.8000000, 7.4155821, 7.0000000,48.5000000
 1.0004551,27.3000000, 8.3991779, 6.0000000,36.5000000
 1.0003726,16.4000000, 8.1765462, 5.0000000,53.0000000
 1.0001655,18.0000000,10.4664201, 1.0000000,26.5000000
 1.0004139,11.8000000, 9.0592801, 4.0000000,40.3000000
 1.0002897,30.3000000,10.3046137, 0.0000000,19.1000000
 1.0003309, 8.3000000, 6.7116339, 5.0000000,42.8000000
 1.0004551,13.3000000, 9.1343865, 5.0000000,47.3000000
 1.0000412,12.9000000, 7.9694211, 7.0000000,39.3000000
 1.0000825,12.7000000, 7.5506106, 1.0000000,28.5000000
 1.0004139,30.3000000,12.1390266, 1.0000000,22.6000000
 1.0002067,17.2000000, 7.5661918, 8.0000000,47.1000000
 1.0003726, 0.0000000, 8.1947460, 6.0000000,63.3000000
 1.0000825,12.7000000, 7.4104844, 1.0000000,32.9000000
 1.0002067,41.4000000, 8.1354784, 8.0000000,63.3000000
 1.0003726,13.6000000, 8.9431926, 5.0000000,43.8000000
 1.0002897,21.7000000,10.1774046, 0.0000000,23.8000000
 1.0003309,39.7000000, 8.3809714, 9.0000000,32.4000000
 1.0000000,26.9000000,12.1193529, 0.0000000,15.5000000
 1.0004551, 6.6000000, 6.4991453, 9.0000000,59.0000000
 1.0000412,31.4000000,10.4991343, 3.0000000,21.5000000
 1.0000000,33.4000000, 7.5466522, 6.0000000,42.2000000
 1.0001242,21.2000000, 9.0015453, 4.0000000,42.5000000
 1.0000412,16.1000000,11.9896028, 0.0000000,12.9000000
 1.0002067,41.3000000, 6.9656827, 6.0000000,60.7000000
 1.0000825, 4.6000000, 8.0204839, 6.0000000,53.7000000
 1.0004139,16.5000000,11.1598783, 3.0000000,23.2000000
 1.0002067,34.8000000, 8.6625381, 1.0000000,41.4000000
 1.0000000,34.5000000, 9.2841835, 7.0000000,40.3000000
 1.0002067, 6.2000000, 6.4991453, 9.0000000,58.0000000
 1.0000000, 5.7000000, 6.4991453, 9.0000000,53.5000000
 1.0002067,41.3000000, 8.6506235, 4.0000000,35.1000000
 1.0003726, 9.9000000,11.0378400, 3.0000000,23.1000000
 1.0004139,32.3000000, 6.7806447,10.0000000,48.0000000
 1.0003309, 1.7000000, 8.3662116, 5.0000000,50.4000000
 1.0003309,25.6000000,12.1420081, 0.0000000,15.6000000
 1.0000000,30.6000000, 7.1683041, 8.0000000,53.3000000
 1.0001242,28.0000000, 8.5415776, 6.0000000,40.8000000
 1.0001655,16.5000000,11.9950658, 0.0000000,12.8000000
 1.0004139,32.6000000,12.0141150, 1.0000000,24.7000000
 1.0004139,34.6000000,11.5911343, 0.0000000,41.2000000
 1.0001242,32.0000000, 6.4073327,10.0000000,37.9000000
 1.0001655,13.6000000,12.0352627, 0.0000000,19.2000000
 1.0004139,14.4000000, 7.4092237, 1.0000000,50.2000000
 1.0001655,30.9000000,12.6430181, 1.0000000,12.2000000
 1.0001655,19.2000000, 8.8489409, 5.0000000,32.9000000
 1.0001242,13.0000000, 8.9431926, 5.0000000,39.3000000
 1.0001655,13.7000000,11.9950658, 0.0000000,15.4000000
 1.0002067,13.2000000, 7.2377807, 7.0000000,48.1000000
 1.0001242, 6.8000000, 8.5681746,10.0000000,54.4000000
 1.0004551,35.7000000, 9.1779385, 2.0000000,50.5000000
 1.0000412,15.4000000, 7.6820606, 7.0000000,55.1000000
 1.0001655, 8.1000000, 6.7116339, 5.0000000,52.5000000
 1.0002897,40.9000000, 6.9350106, 8.0000000,67.7000000
 1.0001242,20.6000000,11.2700880, 4.0000000,21.8000000
 1.0002897, 2.3000000, 7.5261486, 6.0000000,45.4000000
 1.0002484,13.8000000,11.9950658, 0.0000000,15.6000000
 1.0004139, 4.0000000,11.0683591, 3.0000000,33.4000000
 1.0001242,17.2000000,11.0873813, 3.0000000,27.7000000
 1.0004139,16.9000000,11.9896028, 0.0000000,20.7000000
 1.0002897, 6.5000000, 8.5552444, 6.0000000,40.9000000
 1.0003726,19.2000000, 9.2677240, 3.0000000,39.6000000
 1.0002067,27.6000000, 9.0087429, 5.0000000,37.4000000
 1.0004139,32.8000000, 8.5615942, 9.0000000,38.6000000
 1.0002484,13.3000000, 8.9431926, 5.0000000,31.3000000
 1.0003726,21.7000000, 9.0015453, 4.0000000,44.2000000
 1.0003309, 9.0000000,10.4532871, 0.0000000,38.5000000
 1.0000825,18.0000000,12.6225445, 1.0000000,15.0000000
 1.0001242, 5.9000000, 6.4991453, 9.0000000,56.3000000
 1.0001242,30.0000000, 9.9849040, 5.0000000,22.8000000
 1.0004139,31.7000000,12.4283701, 1.0000000,18.8000000
 1.0002067, 0.0000000, 8.0981079, 1.0000000,52.2000000
 1.0000825, 5.0000000, 8.6094314, 5.0000000,43.1000000
 1.0002484,13.8000000,11.9950658, 0.0000000,20.0000000
 1.0004139, 4.9000000, 8.5990652, 9.0000000,44.7000000
 1.0000000,29.1000000, 8.9833197, 4.0000000,40.3000000
 1.0003309,17.5000000, 9.9596476, 0.0000000,25.3000000
 1.0002484,11.6000000, 7.6574535, 8.0000000,55.9000000
 1.0001242,31.7000000,10.1792299, 0.0000000,13.8000000
 1.0003309,19.2000000, 8.5838835, 8.0000000,48.1000000
 1.0003726,31.4000000, 9.2106728, 2.0000000,34.1000000
 1.0003726,20.0000000,10.6671852, 3.0000000,29.4000000
 1.0000412,15.6000000, 9.5560594, 2.0000000,37.5000000
 1.0002067,36.6000000, 8.9331574, 8.0000000,38.1000000
 1.0004139,35.3000000, 9.2681291, 8.0000000,42.3000000
 1.0002897,22.2000000, 8.5681746,10.0000000,44.0000000
 1.0003726,30.4000000, 8.8586742, 6.0000000,36.2000000
 1.0003726,13.2000000, 7.4104844, 1.0000000,29.3000000
 1.0000825,34.8000000, 7.4563906, 8.0000000,40.9000000
 1.0002067, 3.6000000, 8.5844454, 5.0000000,58.8000000
 1.0000825,12.5000000, 9.1343865, 5.0000000,42.0000000
 1.0004139, 5.2000000, 8.6094314, 5.0000000,52.2000000
 1.0003726,28.2000000, 8.3666955, 8.0000000,43.4000000
 1.0001242, 9.9000000, 8.1250135, 7.0000000,57.4000000
 1.0000825, 0.0000000, 7.5347277, 0.0000000,55.3000000
 1.0002897,17.0000000,10.5363414, 4.0000000,30.7000000
 1.0003726, 0.0000000, 7.5347277, 0.0000000,45.5000000
 1.0003309, 3.9000000, 5.6340429, 8.0000000,56.8000000
 1.0002897, 8.0000000,11.1141405, 4.0000000,23.9000000
 1.0002067,12.8000000,10.5015606, 3.0000000,21.4000000
 1.0004139,18.1000000, 9.7103300, 0.0000000,29.7000000
 1.0003726,11.9000000,11.6308718, 0.0000000,46.6000000
 1.0002067,29.3000000,10.5390308, 2.0000000,27.0000000
 1.0004551,17.4000000,12.6635628, 1.0000000,11.2000000
 1.0001242,14.7000000,10.4095384, 1.0000000,24.6000000
 1.0003726,28.6000000, 7.6230313, 6.0000000,42.5000000
 1.0000825, 1.8000000,10.5075945, 1.0000000,27.0000000
 1.0003726,33.5000000,10.9503160, 2.0000000,23.5000000
 1.0004551, 4.0000000,11.0683591, 3.0000000,28.4000000
 1.0000000,14.6000000, 8.4061153, 1.0000000,26.5000000
 1.0001655,18.3000000, 6.3730640,10.0000000,46.6000000
 1.0003726,13.2000000,10.7419995, 2.0000000,30.8000000
 1.0000825,18.4000000,11.3853021, 3.0000000,25.7000000
 1.0001242,16.9000000, 9.9140107, 4.0000000,37.7000000
 1.0000825, 5.1000000,10.8666862, 2.0000000,35.6000000
 1.0003726, 3.5000000, 9.5647929, 3.0000000,36.7000000
 1.0002484, 1.1000000, 7.5968196, 6.0000000,45.1000000
 1.0003309,37.3000000, 9.1993968, 8.0000000,37.4000000
 1.0002897,31.5000000, 8.6967854, 4.0000000,32.5000000
 1.0001655,13.6000000,12.0352627, 0.0000000,13.0000000
 1.0003726,17.9000000,10.8002366, 3.0000000,22.1000000
 1.0002067,28.4000000, 9.2701607, 3.0000000,34.6000000
 1.0004139,16.6000000, 8.1765462, 5.0000000,59.6000000
 1.0002484,13.0000000, 9.5173796, 0.0000000,39.0000000
 1.0003726, 6.4000000, 6.4991453, 9.0000000,59.5000000
 1.0002067, 1.1000000, 7.5968196, 6.0000000,54.4000000
 1.0003726,16.9000000, 8.5240962, 8.0000000,42.3000000
 1.0002897, 3.7000000, 9.1748296, 6.0000000,41.6000000
 1.0003309,16.7000000,11.9950658, 0.0000000,16.7000000
 1.0004139,13.6000000, 8.9431926, 5.0000000,40.1000000
 1.0002484,21.3000000, 9.0709182, 4.0000000,42.2000000
 1.0004139, 4.1000000,11.0683591, 3.0000000,31.3000000
 1.0003309, 0.0000000, 8.1947460, 6.0000000,69.7000000
 1.0004551,35.9000000, 9.3235932, 3.0000000,61.5000000
 1.0002484,27.5000000, 8.6221152, 7.0000000,41.0000000
 1.0004139,38.3000000, 8.7804102, 0.0000000,38.4000000
 1.0003726,11.0000000,10.9152871, 2.0000000,21.3000000
 1.0000825,18.0000000, 8.5445538, 8.0000000,39.5000000
 1.0000412, 0.0000000, 7.7031457, 6.0000000,44.0000000
 1.0004139,13.6000000, 8.9431926, 5.0000000,48.0000000
